run,vision_angle,N,vision_range,Ek_w,Ok_w,Pk_w,Ak_w,Ik_w,speed_mean,speed_sd,gamma,max_density,crossing_mean,crossing_sd,max_peds,max_cars,spawn_rate_car,spawn_rate_pedes,wolf,sheep 
360,176.34765625,14,4.19921875,1.4580078125,0.19921875,0.70078125,0.46171875000000007,0.34453125,0.13193359375,0.039130859375,0.8482421875,6.1708984375,0.85390625,0.1955078125,18,2,0.026069335937500004,0.16054980468750002,5.876707193449143,9.007706097999016
361,176.34765625,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,8.254958799494972,9.44435804412942
362,147.24609375,14,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,3.05648626881474,6.750723586870303
363,147.24609375,8,4.19921875,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,7.702079413994927,7.607557632524697
364,147.24609375,8,4.21484375,1.4580078125,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,3.5470357032435214,5.81533599118944
365,147.24609375,8,4.21484375,0.8310546875,0.19921875,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,3.7844328133682454,5.106110684818516
366,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.70078125,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,7.213350825014741,6.736817761136967
367,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.46171875000000007,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,2.8930619253302012,6.067094543319849
368,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.34453125,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,8.255132442341893,4.280017460966142
369,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.13193359375,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,8.171186542184888,5.936962711008861
370,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.039130859375,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,7.89953159823485,5.115552281167107
371,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8482421875,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,7.334106264692763,3.2168979305886696
372,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,6.1708984375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,5.73209712090839,4.855153088010826
373,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.85390625,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,6.231442730443356,2.0113442295930577
374,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.1955078125,48,1,0.12945605468750002,0.16054980468750002,4.727583634117314,2.852897241755141
375,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,18,1,0.12945605468750002,0.16054980468750002,2.960607275941433,8.558584005367521
376,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,2,0.12945605468750002,0.16054980468750002,6.824755905677173,8.690865117662575
377,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.026069335937500004,0.16054980468750002,8.894312012596156,3.9319217604442684
378,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.11313183593750001,3.2599859285898054,6.918372543256651
379,147.24609375,8,4.21484375,0.8310546875,0.78515625,0.40703125000000007,0.84140625,0.35078125000000004,0.11177734375000001,0.035732421875,0.8056640625,5.4912109375,0.69296875,0.0853515625,48,1,0.12945605468750002,0.16054980468750002,3.957330179248004,2.0106659542747387
380,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,6.092972975723956,3.1797536084656093
381,219.12109375,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,2.7414595166519247,8.438800370793151
382,141.97265625,15,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,5.356916583174208,3.450212150368719
383,141.97265625,3,4.08984375,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,4.425026735808084,3.247196367496481
384,141.97265625,3,4.07421875,1.0498046875,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,2.91170446356902,7.16100791655582
385,141.97265625,3,4.07421875,1.1767578125,0.8601562500000001,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,3.5758668136369085,6.766488779356128
386,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.5320312500000001,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,7.480030388147444,9.970647323233903
387,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.56640625,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,2.3227385508013443,4.583834131909215
388,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.82578125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,9.16675443023729,9.746482532756895
389,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.10240234375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,9.193526159143435,8.691504858430946
390,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.039794921875,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,4.475763265229085,3.6143348150022803
391,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8119140625000001,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,8.898487162778409,4.766993782925111
392,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,5.0224609375,0.22890625,0.1267578125,17,4,0.1442255859375,0.0696005859375,7.951667656841401,2.5701767283066497
393,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.21796875000000002,0.1267578125,17,4,0.1442255859375,0.0696005859375,5.949197764483876,7.6338647493726
394,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.0791015625,17,4,0.1442255859375,0.0696005859375,8.019201242246478,8.818962810480464
395,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,24,4,0.1442255859375,0.0696005859375,2.284558220208093,6.7625318370741585
396,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,6,0.1442255859375,0.0696005859375,5.595877258625218,7.165349335910249
397,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.16054980468750002,0.0696005859375,5.9214600187591415,8.96431619458351
398,141.97265625,3,4.07421875,1.1767578125,0.32421875,0.82578125,0.13671875,0.81953125,0.13005859375,0.030693359375,0.8169921875,4.7646484375,0.22890625,0.1267578125,17,4,0.1442255859375,0.1543310546875,7.755991159599932,9.111554256997291
399,141.97265625,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,6.753583708371874,7.049020163219128
400,219.12109375,3,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,8.179670159757743,6.358993965323693
401,219.12109375,15,4.07421875,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,6.579401788947016,7.967187380858402
402,219.12109375,15,4.08984375,1.1767578125,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,3.2509520404961965,5.302122530900125
403,219.12109375,15,4.08984375,1.0498046875,0.32421875,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,6.744957577617343,3.317069600608445
404,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.82578125,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,2.313760654006268,5.71776889848974
405,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.13671875,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,9.799468946218909,8.34879402097504
406,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.81953125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,5.060078024978115,4.041310101761691
407,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.13005859375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,2.2964854354436772,4.80911932422764
408,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.030693359375,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,8.564770100521425,6.612984854856365
409,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8169921875,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,2.8928804394837515,8.4867114814368
410,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,4.7646484375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,7.943662325789018,4.563246722531628
411,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.22890625,0.0791015625,24,6,0.16054980468750002,0.1543310546875,2.839106985079102,6.497884333941397
412,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.1267578125,24,6,0.16054980468750002,0.1543310546875,8.843246485110125,5.221391618464265
413,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,17,6,0.16054980468750002,0.1543310546875,8.643247701863732,5.260821630835168
414,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,4,0.16054980468750002,0.1543310546875,7.599408812073361,3.8064854741744654
415,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.1442255859375,0.1543310546875,4.2436112548911735,2.61354513637065
416,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.0696005859375,9.009817812509723,4.758999813829523
417,219.12109375,15,4.08984375,1.0498046875,0.8601562500000001,0.5320312500000001,0.56640625,0.82578125,0.10240234375,0.039794921875,0.8119140625000001,5.0224609375,0.21796875000000002,0.0791015625,24,6,0.16054980468750002,0.1543310546875,9.068275097565145,7.925548791718338
418,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,8.46659361843539,6.834582680333564
419,169.12109375,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,5.45051664059429,5.860940918399784
420,191.97265625,6,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,7.255150230454627,4.4639602890065655
421,191.97265625,12,2.08984375,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,2.881199005757976,8.705344134776663
422,191.97265625,12,2.07421875,0.5498046875,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,4.134463056968759,5.265181904734481
423,191.97265625,12,2.07421875,0.6767578125,0.46015625000000004,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,2.758352595946878,2.284209143440793
424,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.13203125000000002,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,9.892606850471154,3.5135548311518514
425,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.16640625,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,4.82612411915854,5.034784031106591
426,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.42578125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,9.642202020476878,2.408322988533958
427,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.13240234375,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,4.671221264936331,7.909156454572457
428,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.034794921875,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,5.948826947379534,5.243990584636376
429,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9119140625000001,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,3.961697362793596,6.898990949084523
430,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.5224609375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,9.506462767362414,4.676140767197519
431,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.61796875,0.2267578125,42,8,0.044725585937500006,0.16910058593750002,4.951528349715993,5.242615180443862
432,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.17910156250000003,42,8,0.044725585937500006,0.16910058593750002,2.5959118745830283,7.940468939721591
433,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,49,8,0.044725585937500006,0.16910058593750002,9.782038044062901,8.063136832513758
434,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,1,0.044725585937500006,0.16910058593750002,6.619654331488518,6.569666955809706
435,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.0610498046875,0.16910058593750002,9.55717834324179,7.091697464377564
436,191.97265625,12,2.07421875,0.6767578125,0.72421875,0.42578125,0.53671875,0.41953125,0.10005859375000001,0.035693359375,0.9169921875,6.2646484375,0.62890625,0.2267578125,42,8,0.044725585937500006,0.054831054687500005,4.259195390989441,6.178874531680515
437,191.97265625,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,4.207471251047821,8.741177924271387
438,169.12109375,12,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,2.5379251284432227,9.91463999269795
439,169.12109375,6,2.07421875,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,8.137508409065749,2.8608754870663464
440,169.12109375,6,2.08984375,0.6767578125,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,8.253699328893346,6.017840928125131
441,169.12109375,6,2.08984375,0.5498046875,0.72421875,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,6.628398236502217,6.6569789147738305
442,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.42578125,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,5.930074302021661,4.0349564911216165
443,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.53671875,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,8.526045698887259,8.25488927296244
444,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.41953125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,2.6711412290028473,5.354875882080966
445,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.10005859375000001,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,9.416798270262557,3.7439319122622443
446,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.035693359375,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,6.008006777081212,5.876828845276976
447,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9169921875,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,5.872367375644094,6.265367054103986
448,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.2646484375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,6.53715374073797,2.1848933023553805
449,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.62890625,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,8.418879328258555,7.825204197817774
450,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.2267578125,49,1,0.0610498046875,0.054831054687500005,7.418956204910641,6.835987863687633
451,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,42,1,0.0610498046875,0.054831054687500005,7.317578228108994,8.490458010831968
452,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,8,0.0610498046875,0.054831054687500005,6.784467933516099,4.519795549689081
453,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.044725585937500006,0.054831054687500005,9.64313381164243,4.674182694484313
454,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.16910058593750002,3.3557564701010127,2.6649739383189788
455,169.12109375,6,2.08984375,0.5498046875,0.46015625000000004,0.13203125000000002,0.16640625,0.42578125,0.13240234375,0.034794921875,0.9119140625000001,6.5224609375,0.61796875,0.17910156250000003,49,1,0.0610498046875,0.054831054687500005,6.549479084147238,6.649467176102491
456,216.97265625,8,5.07421875,1.4267578125,0.5242187500000001,0.22578125000000002,0.33671875,0.21953125,0.11505859375000001,0.038193359375,0.9669921875,5.5146484375,0.42890625000000004,0.07675781250000001,54,2,0.09447558593750001,0.0198505859375,9.261618931045405,3.6438101103017377
457,144.12109375,8,5.07421875,1.4267578125,0.5242187500000001,0.22578125000000002,0.33671875,0.21953125,0.11505859375000001,0.038193359375,0.9669921875,5.5146484375,0.42890625000000004,0.07675781250000001,54,2,0.09447558593750001,0.0198505859375,4.355943064617975,9.863909354140596
458,216.97265625,19,5.07421875,1.4267578125,0.5242187500000001,0.22578125000000002,0.33671875,0.21953125,0.11505859375000001,0.038193359375,0.9669921875,5.5146484375,0.42890625000000004,0.07675781250000001,54,2,0.09447558593750001,0.0198505859375,4.472178851817928,7.322435371581204
459,216.97265625,8,5.08984375,1.4267578125,0.5242187500000001,0.22578125000000002,0.33671875,0.21953125,0.11505859375000001,0.038193359375,0.9669921875,5.5146484375,0.42890625000000004,0.07675781250000001,54,2,0.09447558593750001,0.0198505859375,5.78673004427386,2.166384222960229
460,216.97265625,8,5.07421875,0.7998046875,0.5242187500000001,0.22578125000000002,0.33671875,0.21953125,0.11505859375000001,0.038193359375,0.9669921875,5.5146484375,0.42890625000000004,0.07675781250000001,54,2,0.09447558593750001,0.0198505859375,5.365849402513002,9.751264502730994
461,216.97265625,8,5.07421875,1.4267578125,0.66015625,0.22578125000000002,0.33671875,0.21953125,0.11505859375000001,0.038193359375,0.9669921875,5.5146484375,0.42890625000000004,0.07675781250000001,54,2,0.09447558593750001,0.0198505859375,9.679524456016978,8.45035744517638
462,216.97265625,8,5.07421875,1.4267578125,0.5242187500000001,0.73203125,0.33671875,0.21953125,0.11505859375000001,0.038193359375,0.9669921875,5.5146484375,0.42890625000000004,0.07675781250000001,54,2,0.09447558593750001,0.0198505859375,7.723143613754672,8.066989927927512
463,216.97265625,8,5.07421875,1.4267578125,0.5242187500000001,0.22578125000000002,0.7664062500000001,0.21953125,0.11505859375000001,0.038193359375,0.9669921875,5.5146484375,0.42890625000000004,0.07675781250000001,54,2,0.09447558593750001,0.0198505859375,6.474363124841899,2.4945037516776933
